sin(0)	0.0
sin(1)	0.01745240643728351
sin(2)	0.03489949670250097
sin(3)	0.052335956242943835
sin(4)	0.0697564737441253
sin(5)	0.08715574274765817
sin(6)	0.10452846326765347
sin(7)	0.12186934340514748
sin(8)	0.13917310096006544
sin(9)	0.15643446504023087
sin(10)	0.17364817766693033
sin(11)	0.1908089953765448
sin(12)	0.20791169081775934
sin(13)	0.224951054343865
sin(14)	0.24192189559966773
sin(15)	0.25881904510252074
sin(16)	0.27563735581699916
sin(17)	0.29237170472273677
sin(18)	0.3090169943749474
sin(19)	0.3255681544571567
sin(20)	0.3420201433256687
sin(21)	0.35836794954530027
sin(22)	0.374606593415912
sin(23)	0.39073112848927377
sin(24)	0.4067366430758002
sin(25)	0.42261826174069944
sin(26)	0.4383711467890774
sin(27)	0.45399049973954675
sin(28)	0.4694715627858908
sin(29)	0.48480962024633706
sin(30)	0.49999999999999994
sin(31)	0.5150380749100542
sin(32)	0.5299192642332049
sin(33)	0.5446390350150271
sin(34)	0.5591929034707469
sin(35)	0.573576436351046
sin(36)	0.5877852522924731
sin(37)	0.6018150231520483
sin(38)	0.6156614753256583
sin(39)	0.6293203910498374
sin(40)	0.6427876096865393
sin(41)	0.6560590289905073
sin(42)	0.6691306063588582
sin(43)	0.6819983600624985
sin(44)	0.6946583704589973
sin(45)	0.7071067811865475
sin(46)	0.7193398003386511
sin(47)	0.7313537016191705
sin(48)	0.7431448254773942
sin(49)	0.7547095802227719
sin(50)	0.766044443118978
sin(51)	0.7771459614569708
sin(52)	0.7880107536067219
sin(53)	0.7986355100472928
sin(54)	0.8090169943749473
sin(55)	0.8191520442889917
sin(56)	0.8290375725550416
sin(57)	0.838670567945424
sin(58)	0.848048096156426
sin(59)	0.8571673007021123
sin(60)	0.8660254037844386
sin(61)	0.8746197071393957
sin(62)	0.8829475928589269
sin(63)	0.8910065241883678
sin(64)	0.898794046299167
sin(65)	0.9063077870366499
sin(66)	0.9135454576426009
sin(67)	0.9205048534524404
sin(68)	0.9271838545667874
sin(69)	0.9335804264972017
sin(70)	0.9396926207859083
sin(71)	0.9455185755993167
sin(72)	0.9510565162951535
sin(73)	0.9563047559630354
sin(74)	0.9612616959383189
sin(75)	0.9659258262890683
sin(76)	0.9702957262759965
sin(77)	0.9743700647852352
sin(78)	0.9781476007338056
sin(79)	0.981627183447664
sin(80)	0.984807753012208
sin(81)	0.9876883405951378
sin(82)	0.9902680687415704
sin(83)	0.992546151641322
sin(84)	0.9945218953682733
sin(85)	0.9961946980917455
sin(86)	0.9975640502598242
sin(87)	0.9986295347545738
sin(88)	0.9993908270190958
sin(89)	0.9998476951563913
sin(90)	1.0
sin(91)	0.9998476951563913
sin(92)	0.9993908270190958
sin(93)	0.9986295347545738
sin(94)	0.9975640502598242
sin(95)	0.9961946980917455
sin(96)	0.9945218953682733
sin(97)	0.9925461516413221
sin(98)	0.9902680687415704
sin(99)	0.9876883405951378
sin(100)	0.984807753012208
sin(101)	0.981627183447664
sin(102)	0.9781476007338057
sin(103)	0.9743700647852352
sin(104)	0.9702957262759965
sin(105)	0.9659258262890683
sin(106)	0.9612616959383189
sin(107)	0.9563047559630355
sin(108)	0.9510565162951536
sin(109)	0.9455185755993168
sin(110)	0.9396926207859084
sin(111)	0.9335804264972017
sin(112)	0.9271838545667874
sin(113)	0.9205048534524403
sin(114)	0.9135454576426009
sin(115)	0.90630778703665
sin(116)	0.8987940462991669
sin(117)	0.8910065241883679
sin(118)	0.8829475928589269
sin(119)	0.8746197071393959
sin(120)	0.8660254037844388
sin(121)	0.8571673007021123
sin(122)	0.8480480961564261
sin(123)	0.838670567945424
sin(124)	0.8290375725550418
sin(125)	0.8191520442889917
sin(126)	0.8090169943749475
sin(127)	0.7986355100472928
sin(128)	0.788010753606722
sin(129)	0.7771459614569711
sin(130)	0.7660444431189781
sin(131)	0.7547095802227721
sin(132)	0.7431448254773942
sin(133)	0.7313537016191707
sin(134)	0.7193398003386511
sin(135)	0.7071067811865476
sin(136)	0.6946583704589971
sin(137)	0.6819983600624985
sin(138)	0.6691306063588583
sin(139)	0.6560590289905073
sin(140)	0.6427876096865395
sin(141)	0.6293203910498374
sin(142)	0.6156614753256584
sin(143)	0.6018150231520482
sin(144)	0.5877852522924732
sin(145)	0.5735764363510459
sin(146)	0.5591929034707469
sin(147)	0.5446390350150273
sin(148)	0.5299192642332049
sin(149)	0.5150380749100544
sin(150)	0.49999999999999994
sin(151)	0.48480962024633717
sin(152)	0.4694715627858907
sin(153)	0.45399049973954686
sin(154)	0.4383711467890773
sin(155)	0.4226182617406995
sin(156)	0.40673664307580043
sin(157)	0.39073112848927377
sin(158)	0.37460659341591224
sin(159)	0.3583679495453002
sin(160)	0.3420201433256689
sin(161)	0.3255681544571566
sin(162)	0.3090169943749475
sin(163)	0.2923717047227366
sin(164)	0.2756373558169992
sin(165)	0.258819045102521
sin(166)	0.24192189559966773
sin(167)	0.2249510543438652
sin(168)	0.2079116908177593
sin(169)	0.19080899537654497
sin(170)	0.17364817766693025
sin(171)	0.15643446504023098
sin(172)	0.1391731009600653
sin(173)	0.12186934340514755
sin(174)	0.10452846326765373
sin(175)	0.0871557427476582
sin(176)	0.06975647374412552
sin(177)	0.05233595624294381
sin(178)	0.03489949670250114
sin(179)	0.017452406437283435
